Território;Nome do território;Sexo;Ano;Meio de agressão;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
432253;Vale do Sol;Mulheres;2015;Demais meios especificados;0;0;0
432253;Vale do Sol;Mulheres;2015;Meios não especificados;0;0;0
432253;Vale do Sol;Mulheres;2016;Arma de fogo;0;0;0
432253;Vale do Sol;Mulheres;2016;Arma branca ou objeto contundente;0;0;0
432253;Vale do Sol;Mulheres;2016;Estrangulamento;0;0;0
432253;Vale do Sol;Mulheres;2016;Força corporal;0;0;0
432253;Vale do Sol;Mulheres;2016;Demais meios especificados;0;0;0
432253;Vale do Sol;Mulheres;2016;Meios não especificados;0;0;0
432253;Vale do Sol;Mulheres;2017;Arma de fogo;0;0;0
432253;Vale do Sol;Mulheres;2017;Arma branca ou objeto contundente;0;0;0
432253;Vale do Sol;Mulheres;2017;Estrangulamento;0;0;0
432253;Vale do Sol;Mulheres;2017;Força corporal;0;0;0
432253;Vale do Sol;Mulheres;2017;Demais meios especificados;0;0;0
432253;Vale do Sol;Mulheres;2017;Meios não especificados;0;0;0
432253;Vale do Sol;Mulheres;2018;Arma de fogo;0;0;0
432253;Vale do Sol;Mulheres;2018;Arma branca ou objeto contundente;0;0;0
432253;Vale do Sol;Mulheres;2018;Estrangulamento;0;0;0
432253;Vale do Sol;Mulheres;2018;Força corporal;0;0;0
432253;Vale do Sol;Mulheres;2018;Demais meios especificados;0;0;0
432253;Vale do Sol;Mulheres;2018;Meios não especificados;0;0;0
432253;Vale do Sol;Mulheres;2019;Arma de fogo;0;0;0
432253;Vale do Sol;Mulheres;2019;Arma branca ou objeto contundente;0;0;0
432253;Vale do Sol;Mulheres;2019;Estrangulamento;0;0;0
432253;Vale do Sol;Mulheres;2019;Força corporal;0;0;0
432253;Vale do Sol;Mulheres;2019;Demais meios especificados;0;0;0
432253;Vale do Sol;Mulheres;2019;Meios não especificados;0;0;0
432253;Vale do Sol;Mulheres;2020;Arma de fogo;0;0;0
432253;Vale do Sol;Mulheres;2020;Arma branca ou objeto contundente;0;0;0
432253;Vale do Sol;Mulheres;2020;Estrangulamento;0;0;0
432253;Vale do Sol;Mulheres;2020;Força corporal;0;0;0
432253;Vale do Sol;Mulheres;2020;Demais meios especificados;0;0;0
432253;Vale do Sol;Mulheres;2020;Meios não especificados;0;0;0
432253;Vale do Sol;Mulheres;2021;Arma de fogo;0;0;0
432253;Vale do Sol;Mulheres;2021;Arma branca ou objeto contundente;0;0;0
432253;Vale do Sol;Mulheres;2021;Estrangulamento;0;0;0
432253;Vale do Sol;Mulheres;2021;Força corporal;0;0;0
432253;Vale do Sol;Mulheres;2021;Demais meios especificados;0;0;0
432253;Vale do Sol;Mulheres;2021;Meios não especificados;0;0;0
432253;Vale do Sol;Mulheres;2022;Arma de fogo;0;0;0
432253;Vale do Sol;Mulheres;2022;Arma branca ou objeto contundente;0;0;0
432253;Vale do Sol;Mulheres;2022;Estrangulamento;0;0;0
432253;Vale do Sol;Mulheres;2022;Força corporal;0;0;0
432253;Vale do Sol;Mulheres;2022;Demais meios especificados;0;0;0
432253;Vale do Sol;Mulheres;2022;Meios não especificados;0;0;0
432253;Vale do Sol;Mulheres;2023;Arma de fogo;0;0;0
432253;Vale do Sol;Mulheres;2023;Arma branca ou objeto contundente;0;0;0
432253;Vale do Sol;Mulheres;2023;Estrangulamento;0;0;0
432253;Vale do Sol;Mulheres;2023;Força corporal;0;0;0
432253;Vale do Sol;Mulheres;2023;Demais meios especificados;0;0;0
432253;Vale do Sol;Mulheres;2023;Meios não especificados;0;0;0
432253;Vale do Sol;Mulheres;2024;Arma de fogo;0;0;0
432253;Vale do Sol;Mulheres;2024;Arma branca ou objeto contundente;0;0;0
432253;Vale do Sol;Mulheres;2024;Estrangulamento;0;0;0
432253;Vale do Sol;Mulheres;2024;Força corporal;0;0;0
432253;Vale do Sol;Mulheres;2024;Demais meios especificados;0;0;0
432253;Vale do Sol;Mulheres;2024;Meios não especificados;0;0;0
432253;Vale do Sol;Mulheres;2025;Arma de fogo;0;0;0
432253;Vale do Sol;Mulheres;2025;Arma branca ou objeto contundente;0;0;0
432253;Vale do Sol;Mulheres;2025;Estrangulamento;0;0;0
432253;Vale do Sol;Mulheres;2025;Força corporal;0;0;0
432253;Vale do Sol;Mulheres;2025;Demais meios especificados;0;0;0
432253;Vale do Sol;Mulheres;2025;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2000;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2000;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2000;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2000;Força corporal;0;0;0
432254;Vale Real;Ambos;2000;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2000;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2001;Arma de fogo;1;22.88;19.44
432254;Vale Real;Ambos;2001;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2001;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2001;Força corporal;0;0;0
432254;Vale Real;Ambos;2001;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2001;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2002;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2002;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2002;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2002;Força corporal;0;0;0
432254;Vale Real;Ambos;2002;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2002;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2003;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2003;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2003;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2003;Força corporal;0;0;0
432254;Vale Real;Ambos;2003;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2003;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2004;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2004;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2004;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2004;Força corporal;0;0;0
432254;Vale Real;Ambos;2004;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2004;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2005;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2005;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2005;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2005;Força corporal;0;0;0
432254;Vale Real;Ambos;2005;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2005;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2006;Arma de fogo;1;20.89;17.77
432254;Vale Real;Ambos;2006;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2006;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2006;Força corporal;0;0;0
432254;Vale Real;Ambos;2006;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2006;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2007;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2007;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2007;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2007;Força corporal;0;0;0
432254;Vale Real;Ambos;2007;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2007;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2008;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2008;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2008;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2008;Força corporal;0;0;0
432254;Vale Real;Ambos;2008;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2008;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2009;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2009;Arma branca ou objeto contundente;1;19.94;17.99
432254;Vale Real;Ambos;2009;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2009;Força corporal;0;0;0
432254;Vale Real;Ambos;2009;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2009;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2010;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2010;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2010;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2010;Força corporal;0;0;0
432254;Vale Real;Ambos;2010;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2010;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2011;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2011;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2011;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2011;Força corporal;0;0;0
432254;Vale Real;Ambos;2011;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2011;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2012;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2012;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2012;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2012;Força corporal;0;0;0
432254;Vale Real;Ambos;2012;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2012;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2013;Arma de fogo;1;18.89;19.37
432254;Vale Real;Ambos;2013;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2013;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2013;Força corporal;0;0;0
432254;Vale Real;Ambos;2013;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2013;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2014;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2014;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2014;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2014;Força corporal;0;0;0
432254;Vale Real;Ambos;2014;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2014;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2015;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2015;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2015;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2015;Força corporal;0;0;0
432254;Vale Real;Ambos;2015;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2015;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2016;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2016;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2016;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2016;Força corporal;0;0;0
432254;Vale Real;Ambos;2016;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2016;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2017;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2017;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2017;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2017;Força corporal;0;0;0
432254;Vale Real;Ambos;2017;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2017;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2018;Arma de fogo;1;17.44;17.48
432254;Vale Real;Ambos;2018;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2018;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2018;Força corporal;0;0;0
432254;Vale Real;Ambos;2018;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2018;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2019;Arma de fogo;3;51.53;51.29
432254;Vale Real;Ambos;2019;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2019;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2019;Força corporal;0;0;0
432254;Vale Real;Ambos;2019;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2019;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2020;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2020;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2020;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2020;Força corporal;0;0;0
432254;Vale Real;Ambos;2020;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2020;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2021;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2021;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2021;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2021;Força corporal;0;0;0
432254;Vale Real;Ambos;2021;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2021;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2022;Arma de fogo;1;16.46;14.82
432254;Vale Real;Ambos;2022;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2022;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2022;Força corporal;0;0;0
432254;Vale Real;Ambos;2022;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2022;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2023;Arma de fogo;2;32.62;29.82
432254;Vale Real;Ambos;2023;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2023;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2023;Força corporal;0;0;0
432254;Vale Real;Ambos;2023;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2023;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2024;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2024;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2024;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2024;Força corporal;0;0;0
432254;Vale Real;Ambos;2024;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2024;Meios não especificados;0;0;0
432254;Vale Real;Ambos;2025;Arma de fogo;0;0;0
432254;Vale Real;Ambos;2025;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Ambos;2025;Estrangulamento;0;0;0
432254;Vale Real;Ambos;2025;Força corporal;1;16.07;15.67
432254;Vale Real;Ambos;2025;Demais meios especificados;0;0;0
432254;Vale Real;Ambos;2025;Meios não especificados;0;0;0
432254;Vale Real;Homens;2000;Arma de fogo;0;0;0
432254;Vale Real;Homens;2000;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2000;Estrangulamento;0;0;0
432254;Vale Real;Homens;2000;Força corporal;0;0;0
432254;Vale Real;Homens;2000;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2000;Meios não especificados;0;0;0
432254;Vale Real;Homens;2001;Arma de fogo;1;45.21;36.4
432254;Vale Real;Homens;2001;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2001;Estrangulamento;0;0;0
432254;Vale Real;Homens;2001;Força corporal;0;0;0
432254;Vale Real;Homens;2001;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2001;Meios não especificados;0;0;0
432254;Vale Real;Homens;2002;Arma de fogo;0;0;0
432254;Vale Real;Homens;2002;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2002;Estrangulamento;0;0;0
432254;Vale Real;Homens;2002;Força corporal;0;0;0
432254;Vale Real;Homens;2002;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2002;Meios não especificados;0;0;0
432254;Vale Real;Homens;2003;Arma de fogo;0;0;0
432254;Vale Real;Homens;2003;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2003;Estrangulamento;0;0;0
432254;Vale Real;Homens;2003;Força corporal;0;0;0
432254;Vale Real;Homens;2003;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2003;Meios não especificados;0;0;0
432254;Vale Real;Homens;2004;Arma de fogo;0;0;0
432254;Vale Real;Homens;2004;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2004;Estrangulamento;0;0;0
432254;Vale Real;Homens;2004;Força corporal;0;0;0
432254;Vale Real;Homens;2004;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2004;Meios não especificados;0;0;0
432254;Vale Real;Homens;2005;Arma de fogo;0;0;0
432254;Vale Real;Homens;2005;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2005;Estrangulamento;0;0;0
432254;Vale Real;Homens;2005;Força corporal;0;0;0
432254;Vale Real;Homens;2005;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2005;Meios não especificados;0;0;0
432254;Vale Real;Homens;2006;Arma de fogo;1;41.46;35.46
432254;Vale Real;Homens;2006;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2006;Estrangulamento;0;0;0
432254;Vale Real;Homens;2006;Força corporal;0;0;0
432254;Vale Real;Homens;2006;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2006;Meios não especificados;0;0;0
432254;Vale Real;Homens;2007;Arma de fogo;0;0;0
432254;Vale Real;Homens;2007;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2007;Estrangulamento;0;0;0
432254;Vale Real;Homens;2007;Força corporal;0;0;0
432254;Vale Real;Homens;2007;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2007;Meios não especificados;0;0;0
432254;Vale Real;Homens;2008;Arma de fogo;0;0;0
432254;Vale Real;Homens;2008;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2008;Estrangulamento;0;0;0
432254;Vale Real;Homens;2008;Força corporal;0;0;0
432254;Vale Real;Homens;2008;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2008;Meios não especificados;0;0;0
432254;Vale Real;Homens;2009;Arma de fogo;0;0;0
432254;Vale Real;Homens;2009;Arma branca ou objeto contundente;1;39.7;34.61
432254;Vale Real;Homens;2009;Estrangulamento;0;0;0
432254;Vale Real;Homens;2009;Força corporal;0;0;0
432254;Vale Real;Homens;2009;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2009;Meios não especificados;0;0;0
432254;Vale Real;Homens;2010;Arma de fogo;0;0;0
432254;Vale Real;Homens;2010;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2010;Estrangulamento;0;0;0
432254;Vale Real;Homens;2010;Força corporal;0;0;0
432254;Vale Real;Homens;2010;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2010;Meios não especificados;0;0;0
432254;Vale Real;Homens;2011;Arma de fogo;0;0;0
432254;Vale Real;Homens;2011;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2011;Estrangulamento;0;0;0
432254;Vale Real;Homens;2011;Força corporal;0;0;0
432254;Vale Real;Homens;2011;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2011;Meios não especificados;0;0;0
432254;Vale Real;Homens;2012;Arma de fogo;0;0;0
432254;Vale Real;Homens;2012;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2012;Estrangulamento;0;0;0
432254;Vale Real;Homens;2012;Força corporal;0;0;0
432254;Vale Real;Homens;2012;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2012;Meios não especificados;0;0;0
432254;Vale Real;Homens;2013;Arma de fogo;0;0;0
432254;Vale Real;Homens;2013;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2013;Estrangulamento;0;0;0
432254;Vale Real;Homens;2013;Força corporal;0;0;0
432254;Vale Real;Homens;2013;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2013;Meios não especificados;0;0;0
432254;Vale Real;Homens;2014;Arma de fogo;0;0;0
432254;Vale Real;Homens;2014;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2014;Estrangulamento;0;0;0
432254;Vale Real;Homens;2014;Força corporal;0;0;0
432254;Vale Real;Homens;2014;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2014;Meios não especificados;0;0;0
432254;Vale Real;Homens;2015;Arma de fogo;0;0;0
432254;Vale Real;Homens;2015;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2015;Estrangulamento;0;0;0
432254;Vale Real;Homens;2015;Força corporal;0;0;0
432254;Vale Real;Homens;2015;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2015;Meios não especificados;0;0;0
432254;Vale Real;Homens;2016;Arma de fogo;0;0;0
432254;Vale Real;Homens;2016;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2016;Estrangulamento;0;0;0
432254;Vale Real;Homens;2016;Força corporal;0;0;0
432254;Vale Real;Homens;2016;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2016;Meios não especificados;0;0;0
432254;Vale Real;Homens;2017;Arma de fogo;0;0;0
432254;Vale Real;Homens;2017;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2017;Estrangulamento;0;0;0
432254;Vale Real;Homens;2017;Força corporal;0;0;0
432254;Vale Real;Homens;2017;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2017;Meios não especificados;0;0;0
432254;Vale Real;Homens;2018;Arma de fogo;1;34.52;33.22
432254;Vale Real;Homens;2018;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2018;Estrangulamento;0;0;0
432254;Vale Real;Homens;2018;Força corporal;0;0;0
432254;Vale Real;Homens;2018;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2018;Meios não especificados;0;0;0
432254;Vale Real;Homens;2019;Arma de fogo;3;101.76;102.85
432254;Vale Real;Homens;2019;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2019;Estrangulamento;0;0;0
432254;Vale Real;Homens;2019;Força corporal;0;0;0
432254;Vale Real;Homens;2019;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2019;Meios não especificados;0;0;0
432254;Vale Real;Homens;2020;Arma de fogo;0;0;0
432254;Vale Real;Homens;2020;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2020;Estrangulamento;0;0;0
432254;Vale Real;Homens;2020;Força corporal;0;0;0
432254;Vale Real;Homens;2020;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2020;Meios não especificados;0;0;0
432254;Vale Real;Homens;2021;Arma de fogo;0;0;0
432254;Vale Real;Homens;2021;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2021;Estrangulamento;0;0;0
432254;Vale Real;Homens;2021;Força corporal;0;0;0
432254;Vale Real;Homens;2021;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2021;Meios não especificados;0;0;0
432254;Vale Real;Homens;2022;Arma de fogo;1;32.51;29.32
432254;Vale Real;Homens;2022;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2022;Estrangulamento;0;0;0
432254;Vale Real;Homens;2022;Força corporal;0;0;0
432254;Vale Real;Homens;2022;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2022;Meios não especificados;0;0;0
432254;Vale Real;Homens;2023;Arma de fogo;2;64.33;57.81
432254;Vale Real;Homens;2023;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2023;Estrangulamento;0;0;0
432254;Vale Real;Homens;2023;Força corporal;0;0;0
432254;Vale Real;Homens;2023;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2023;Meios não especificados;0;0;0
432254;Vale Real;Homens;2024;Arma de fogo;0;0;0
432254;Vale Real;Homens;2024;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2024;Estrangulamento;0;0;0
432254;Vale Real;Homens;2024;Força corporal;0;0;0
432254;Vale Real;Homens;2024;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2024;Meios não especificados;0;0;0
432254;Vale Real;Homens;2025;Arma de fogo;0;0;0
432254;Vale Real;Homens;2025;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Homens;2025;Estrangulamento;0;0;0
432254;Vale Real;Homens;2025;Força corporal;1;31.72;30.55
432254;Vale Real;Homens;2025;Demais meios especificados;0;0;0
432254;Vale Real;Homens;2025;Meios não especificados;0;0;0
432254;Vale Real;Mulheres;2000;Arma de fogo;0;0;0
432254;Vale Real;Mulheres;2000;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Mulheres;2000;Estrangulamento;0;0;0
432254;Vale Real;Mulheres;2000;Força corporal;0;0;0
432254;Vale Real;Mulheres;2000;Demais meios especificados;0;0;0
432254;Vale Real;Mulheres;2000;Meios não especificados;0;0;0
432254;Vale Real;Mulheres;2001;Arma de fogo;0;0;0
432254;Vale Real;Mulheres;2001;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Mulheres;2001;Estrangulamento;0;0;0
432254;Vale Real;Mulheres;2001;Força corporal;0;0;0
432254;Vale Real;Mulheres;2001;Demais meios especificados;0;0;0
432254;Vale Real;Mulheres;2001;Meios não especificados;0;0;0
432254;Vale Real;Mulheres;2002;Arma de fogo;0;0;0
432254;Vale Real;Mulheres;2002;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Mulheres;2002;Estrangulamento;0;0;0
432254;Vale Real;Mulheres;2002;Força corporal;0;0;0
432254;Vale Real;Mulheres;2002;Demais meios especificados;0;0;0
432254;Vale Real;Mulheres;2002;Meios não especificados;0;0;0
432254;Vale Real;Mulheres;2003;Arma de fogo;0;0;0
432254;Vale Real;Mulheres;2003;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Mulheres;2003;Estrangulamento;0;0;0
432254;Vale Real;Mulheres;2003;Força corporal;0;0;0
432254;Vale Real;Mulheres;2003;Demais meios especificados;0;0;0
432254;Vale Real;Mulheres;2003;Meios não especificados;0;0;0
432254;Vale Real;Mulheres;2004;Arma de fogo;0;0;0
432254;Vale Real;Mulheres;2004;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Mulheres;2004;Estrangulamento;0;0;0
432254;Vale Real;Mulheres;2004;Força corporal;0;0;0
432254;Vale Real;Mulheres;2004;Demais meios especificados;0;0;0
432254;Vale Real;Mulheres;2004;Meios não especificados;0;0;0
432254;Vale Real;Mulheres;2005;Arma de fogo;0;0;0
432254;Vale Real;Mulheres;2005;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Mulheres;2005;Estrangulamento;0;0;0
432254;Vale Real;Mulheres;2005;Força corporal;0;0;0
432254;Vale Real;Mulheres;2005;Demais meios especificados;0;0;0
432254;Vale Real;Mulheres;2005;Meios não especificados;0;0;0
432254;Vale Real;Mulheres;2006;Arma de fogo;0;0;0
432254;Vale Real;Mulheres;2006;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Mulheres;2006;Estrangulamento;0;0;0
432254;Vale Real;Mulheres;2006;Força corporal;0;0;0
432254;Vale Real;Mulheres;2006;Demais meios especificados;0;0;0
432254;Vale Real;Mulheres;2006;Meios não especificados;0;0;0
432254;Vale Real;Mulheres;2007;Arma de fogo;0;0;0
432254;Vale Real;Mulheres;2007;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Mulheres;2007;Estrangulamento;0;0;0
432254;Vale Real;Mulheres;2007;Força corporal;0;0;0
432254;Vale Real;Mulheres;2007;Demais meios especificados;0;0;0
432254;Vale Real;Mulheres;2007;Meios não especificados;0;0;0
432254;Vale Real;Mulheres;2008;Arma de fogo;0;0;0
432254;Vale Real;Mulheres;2008;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Mulheres;2008;Estrangulamento;0;0;0
432254;Vale Real;Mulheres;2008;Força corporal;0;0;0
432254;Vale Real;Mulheres;2008;Demais meios especificados;0;0;0
432254;Vale Real;Mulheres;2008;Meios não especificados;0;0;0
432254;Vale Real;Mulheres;2009;Arma de fogo;0;0;0
432254;Vale Real;Mulheres;2009;Arma branca ou objeto contundente;0;0;0
432254;Vale Real;Mulheres;2009;Estrangulamento;0;0;0
432254;Vale Real;Mulheres;2009;Força corporal;0;0;0
