Território;Nome do território;Sexo;Ano;Meio de agressão;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
430490;Casca;Ambos;2016;Demais meios especificados;0;0;0
430490;Casca;Ambos;2016;Meios não especificados;0;0;0
430490;Casca;Ambos;2017;Arma de fogo;0;0;0
430490;Casca;Ambos;2017;Arma branca ou objeto contundente;0;0;0
430490;Casca;Ambos;2017;Estrangulamento;0;0;0
430490;Casca;Ambos;2017;Força corporal;0;0;0
430490;Casca;Ambos;2017;Demais meios especificados;0;0;0
430490;Casca;Ambos;2017;Meios não especificados;0;0;0
430490;Casca;Ambos;2018;Arma de fogo;0;0;0
430490;Casca;Ambos;2018;Arma branca ou objeto contundente;0;0;0
430490;Casca;Ambos;2018;Estrangulamento;0;0;0
430490;Casca;Ambos;2018;Força corporal;0;0;0
430490;Casca;Ambos;2018;Demais meios especificados;0;0;0
430490;Casca;Ambos;2018;Meios não especificados;0;0;0
430490;Casca;Ambos;2019;Arma de fogo;1;10.7;11.55
430490;Casca;Ambos;2019;Arma branca ou objeto contundente;0;0;0
430490;Casca;Ambos;2019;Estrangulamento;0;0;0
430490;Casca;Ambos;2019;Força corporal;0;0;0
430490;Casca;Ambos;2019;Demais meios especificados;0;0;0
430490;Casca;Ambos;2019;Meios não especificados;0;0;0
430490;Casca;Ambos;2020;Arma de fogo;2;21.19;18.89
430490;Casca;Ambos;2020;Arma branca ou objeto contundente;1;10.59;10.73
430490;Casca;Ambos;2020;Estrangulamento;0;0;0
430490;Casca;Ambos;2020;Força corporal;0;0;0
430490;Casca;Ambos;2020;Demais meios especificados;0;0;0
430490;Casca;Ambos;2020;Meios não especificados;0;0;0
430490;Casca;Ambos;2021;Arma de fogo;1;10.52;12.12
430490;Casca;Ambos;2021;Arma branca ou objeto contundente;0;0;0
430490;Casca;Ambos;2021;Estrangulamento;0;0;0
430490;Casca;Ambos;2021;Força corporal;0;0;0
430490;Casca;Ambos;2021;Demais meios especificados;0;0;0
430490;Casca;Ambos;2021;Meios não especificados;0;0;0
430490;Casca;Ambos;2022;Arma de fogo;3;31.38;29.48
430490;Casca;Ambos;2022;Arma branca ou objeto contundente;0;0;0
430490;Casca;Ambos;2022;Estrangulamento;0;0;0
430490;Casca;Ambos;2022;Força corporal;0;0;0
430490;Casca;Ambos;2022;Demais meios especificados;0;0;0
430490;Casca;Ambos;2022;Meios não especificados;0;0;0
430490;Casca;Ambos;2023;Arma de fogo;0;0;0
430490;Casca;Ambos;2023;Arma branca ou objeto contundente;1;10.41;10.44
430490;Casca;Ambos;2023;Estrangulamento;0;0;0
430490;Casca;Ambos;2023;Força corporal;0;0;0
430490;Casca;Ambos;2023;Demais meios especificados;0;0;0
430490;Casca;Ambos;2023;Meios não especificados;0;0;0
430490;Casca;Ambos;2024;Arma de fogo;1;10.32;10.4
430490;Casca;Ambos;2024;Arma branca ou objeto contundente;0;0;0
430490;Casca;Ambos;2024;Estrangulamento;0;0;0
430490;Casca;Ambos;2024;Força corporal;0;0;0
430490;Casca;Ambos;2024;Demais meios especificados;0;0;0
430490;Casca;Ambos;2024;Meios não especificados;0;0;0
430490;Casca;Ambos;2025;Arma de fogo;1;10.31;13.27
430490;Casca;Ambos;2025;Arma branca ou objeto contundente;0;0;0
430490;Casca;Ambos;2025;Estrangulamento;0;0;0
430490;Casca;Ambos;2025;Força corporal;0;0;0
430490;Casca;Ambos;2025;Demais meios especificados;0;0;0
430490;Casca;Ambos;2025;Meios não especificados;0;0;0
430490;Casca;Homens;2000;Arma de fogo;0;0;0
430490;Casca;Homens;2000;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2000;Estrangulamento;0;0;0
430490;Casca;Homens;2000;Força corporal;0;0;0
430490;Casca;Homens;2000;Demais meios especificados;0;0;0
430490;Casca;Homens;2000;Meios não especificados;0;0;0
430490;Casca;Homens;2001;Arma de fogo;0;0;0
430490;Casca;Homens;2001;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2001;Estrangulamento;0;0;0
430490;Casca;Homens;2001;Força corporal;0;0;0
430490;Casca;Homens;2001;Demais meios especificados;0;0;0
430490;Casca;Homens;2001;Meios não especificados;0;0;0
430490;Casca;Homens;2002;Arma de fogo;0;0;0
430490;Casca;Homens;2002;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2002;Estrangulamento;0;0;0
430490;Casca;Homens;2002;Força corporal;0;0;0
430490;Casca;Homens;2002;Demais meios especificados;0;0;0
430490;Casca;Homens;2002;Meios não especificados;0;0;0
430490;Casca;Homens;2003;Arma de fogo;0;0;0
430490;Casca;Homens;2003;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2003;Estrangulamento;0;0;0
430490;Casca;Homens;2003;Força corporal;0;0;0
430490;Casca;Homens;2003;Demais meios especificados;0;0;0
430490;Casca;Homens;2003;Meios não especificados;0;0;0
430490;Casca;Homens;2004;Arma de fogo;0;0;0
430490;Casca;Homens;2004;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2004;Estrangulamento;0;0;0
430490;Casca;Homens;2004;Força corporal;0;0;0
430490;Casca;Homens;2004;Demais meios especificados;0;0;0
430490;Casca;Homens;2004;Meios não especificados;0;0;0
430490;Casca;Homens;2005;Arma de fogo;0;0;0
430490;Casca;Homens;2005;Arma branca ou objeto contundente;1;23.6;19.53
430490;Casca;Homens;2005;Estrangulamento;0;0;0
430490;Casca;Homens;2005;Força corporal;0;0;0
430490;Casca;Homens;2005;Demais meios especificados;0;0;0
430490;Casca;Homens;2005;Meios não especificados;0;0;0
430490;Casca;Homens;2006;Arma de fogo;1;23.56;22.41
430490;Casca;Homens;2006;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2006;Estrangulamento;0;0;0
430490;Casca;Homens;2006;Força corporal;1;23.56;25.01
430490;Casca;Homens;2006;Demais meios especificados;0;0;0
430490;Casca;Homens;2006;Meios não especificados;0;0;0
430490;Casca;Homens;2007;Arma de fogo;1;23.52;20.63
430490;Casca;Homens;2007;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2007;Estrangulamento;0;0;0
430490;Casca;Homens;2007;Força corporal;0;0;0
430490;Casca;Homens;2007;Demais meios especificados;0;0;0
430490;Casca;Homens;2007;Meios não especificados;0;0;0
430490;Casca;Homens;2008;Arma de fogo;0;0;0
430490;Casca;Homens;2008;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2008;Estrangulamento;0;0;0
430490;Casca;Homens;2008;Força corporal;0;0;0
430490;Casca;Homens;2008;Demais meios especificados;0;0;0
430490;Casca;Homens;2008;Meios não especificados;0;0;0
430490;Casca;Homens;2009;Arma de fogo;0;0;0
430490;Casca;Homens;2009;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2009;Estrangulamento;0;0;0
430490;Casca;Homens;2009;Força corporal;0;0;0
430490;Casca;Homens;2009;Demais meios especificados;0;0;0
430490;Casca;Homens;2009;Meios não especificados;0;0;0
430490;Casca;Homens;2010;Arma de fogo;0;0;0
430490;Casca;Homens;2010;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2010;Estrangulamento;0;0;0
430490;Casca;Homens;2010;Força corporal;0;0;0
430490;Casca;Homens;2010;Demais meios especificados;0;0;0
430490;Casca;Homens;2010;Meios não especificados;0;0;0
430490;Casca;Homens;2011;Arma de fogo;0;0;0
430490;Casca;Homens;2011;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2011;Estrangulamento;0;0;0
430490;Casca;Homens;2011;Força corporal;0;0;0
430490;Casca;Homens;2011;Demais meios especificados;0;0;0
430490;Casca;Homens;2011;Meios não especificados;0;0;0
430490;Casca;Homens;2012;Arma de fogo;0;0;0
430490;Casca;Homens;2012;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2012;Estrangulamento;0;0;0
430490;Casca;Homens;2012;Força corporal;0;0;0
430490;Casca;Homens;2012;Demais meios especificados;0;0;0
430490;Casca;Homens;2012;Meios não especificados;0;0;0
430490;Casca;Homens;2013;Arma de fogo;0;0;0
430490;Casca;Homens;2013;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2013;Estrangulamento;0;0;0
430490;Casca;Homens;2013;Força corporal;0;0;0
430490;Casca;Homens;2013;Demais meios especificados;0;0;0
430490;Casca;Homens;2013;Meios não especificados;0;0;0
430490;Casca;Homens;2014;Arma de fogo;1;22.86;20.54
430490;Casca;Homens;2014;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2014;Estrangulamento;0;0;0
430490;Casca;Homens;2014;Força corporal;0;0;0
430490;Casca;Homens;2014;Demais meios especificados;0;0;0
430490;Casca;Homens;2014;Meios não especificados;0;0;0
430490;Casca;Homens;2015;Arma de fogo;0;0;0
430490;Casca;Homens;2015;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2015;Estrangulamento;0;0;0
430490;Casca;Homens;2015;Força corporal;0;0;0
430490;Casca;Homens;2015;Demais meios especificados;0;0;0
430490;Casca;Homens;2015;Meios não especificados;0;0;0
430490;Casca;Homens;2016;Arma de fogo;0;0;0
430490;Casca;Homens;2016;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2016;Estrangulamento;0;0;0
430490;Casca;Homens;2016;Força corporal;0;0;0
430490;Casca;Homens;2016;Demais meios especificados;0;0;0
430490;Casca;Homens;2016;Meios não especificados;0;0;0
430490;Casca;Homens;2017;Arma de fogo;0;0;0
430490;Casca;Homens;2017;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2017;Estrangulamento;0;0;0
430490;Casca;Homens;2017;Força corporal;0;0;0
430490;Casca;Homens;2017;Demais meios especificados;0;0;0
430490;Casca;Homens;2017;Meios não especificados;0;0;0
430490;Casca;Homens;2018;Arma de fogo;0;0;0
430490;Casca;Homens;2018;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2018;Estrangulamento;0;0;0
430490;Casca;Homens;2018;Força corporal;0;0;0
430490;Casca;Homens;2018;Demais meios especificados;0;0;0
430490;Casca;Homens;2018;Meios não especificados;0;0;0
430490;Casca;Homens;2019;Arma de fogo;1;21.81;23.71
430490;Casca;Homens;2019;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2019;Estrangulamento;0;0;0
430490;Casca;Homens;2019;Força corporal;0;0;0
430490;Casca;Homens;2019;Demais meios especificados;0;0;0
430490;Casca;Homens;2019;Meios não especificados;0;0;0
430490;Casca;Homens;2020;Arma de fogo;0;0;0
430490;Casca;Homens;2020;Arma branca ou objeto contundente;1;21.61;21.16
430490;Casca;Homens;2020;Estrangulamento;0;0;0
430490;Casca;Homens;2020;Força corporal;0;0;0
430490;Casca;Homens;2020;Demais meios especificados;0;0;0
430490;Casca;Homens;2020;Meios não especificados;0;0;0
430490;Casca;Homens;2021;Arma de fogo;1;21.44;23.64
430490;Casca;Homens;2021;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2021;Estrangulamento;0;0;0
430490;Casca;Homens;2021;Força corporal;0;0;0
430490;Casca;Homens;2021;Demais meios especificados;0;0;0
430490;Casca;Homens;2021;Meios não especificados;0;0;0
430490;Casca;Homens;2022;Arma de fogo;3;63.92;63.13
430490;Casca;Homens;2022;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2022;Estrangulamento;0;0;0
430490;Casca;Homens;2022;Força corporal;0;0;0
430490;Casca;Homens;2022;Demais meios especificados;0;0;0
430490;Casca;Homens;2022;Meios não especificados;0;0;0
430490;Casca;Homens;2023;Arma de fogo;0;0;0
430490;Casca;Homens;2023;Arma branca ou objeto contundente;1;21.2;20.58
430490;Casca;Homens;2023;Estrangulamento;0;0;0
430490;Casca;Homens;2023;Força corporal;0;0;0
430490;Casca;Homens;2023;Demais meios especificados;0;0;0
430490;Casca;Homens;2023;Meios não especificados;0;0;0
430490;Casca;Homens;2024;Arma de fogo;1;21.03;20.63
430490;Casca;Homens;2024;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2024;Estrangulamento;0;0;0
430490;Casca;Homens;2024;Força corporal;0;0;0
430490;Casca;Homens;2024;Demais meios especificados;0;0;0
430490;Casca;Homens;2024;Meios não especificados;0;0;0
430490;Casca;Homens;2025;Arma de fogo;1;21.01;28.59
430490;Casca;Homens;2025;Arma branca ou objeto contundente;0;0;0
430490;Casca;Homens;2025;Estrangulamento;0;0;0
430490;Casca;Homens;2025;Força corporal;0;0;0
430490;Casca;Homens;2025;Demais meios especificados;0;0;0
430490;Casca;Homens;2025;Meios não especificados;0;0;0
430490;Casca;Mulheres;2000;Arma de fogo;0;0;0
430490;Casca;Mulheres;2000;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2000;Estrangulamento;0;0;0
430490;Casca;Mulheres;2000;Força corporal;0;0;0
430490;Casca;Mulheres;2000;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2000;Meios não especificados;0;0;0
430490;Casca;Mulheres;2001;Arma de fogo;0;0;0
430490;Casca;Mulheres;2001;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2001;Estrangulamento;0;0;0
430490;Casca;Mulheres;2001;Força corporal;0;0;0
430490;Casca;Mulheres;2001;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2001;Meios não especificados;0;0;0
430490;Casca;Mulheres;2002;Arma de fogo;0;0;0
430490;Casca;Mulheres;2002;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2002;Estrangulamento;0;0;0
430490;Casca;Mulheres;2002;Força corporal;0;0;0
430490;Casca;Mulheres;2002;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2002;Meios não especificados;0;0;0
430490;Casca;Mulheres;2003;Arma de fogo;0;0;0
430490;Casca;Mulheres;2003;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2003;Estrangulamento;0;0;0
430490;Casca;Mulheres;2003;Força corporal;0;0;0
430490;Casca;Mulheres;2003;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2003;Meios não especificados;0;0;0
430490;Casca;Mulheres;2004;Arma de fogo;0;0;0
430490;Casca;Mulheres;2004;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2004;Estrangulamento;0;0;0
430490;Casca;Mulheres;2004;Força corporal;0;0;0
430490;Casca;Mulheres;2004;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2004;Meios não especificados;0;0;0
430490;Casca;Mulheres;2005;Arma de fogo;1;23.06;21.61
430490;Casca;Mulheres;2005;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2005;Estrangulamento;0;0;0
430490;Casca;Mulheres;2005;Força corporal;0;0;0
430490;Casca;Mulheres;2005;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2005;Meios não especificados;0;0;0
430490;Casca;Mulheres;2006;Arma de fogo;1;22.96;19.46
430490;Casca;Mulheres;2006;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2006;Estrangulamento;0;0;0
430490;Casca;Mulheres;2006;Força corporal;0;0;0
430490;Casca;Mulheres;2006;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2006;Meios não especificados;0;0;0
430490;Casca;Mulheres;2007;Arma de fogo;0;0;0
430490;Casca;Mulheres;2007;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2007;Estrangulamento;0;0;0
430490;Casca;Mulheres;2007;Força corporal;0;0;0
430490;Casca;Mulheres;2007;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2007;Meios não especificados;0;0;0
430490;Casca;Mulheres;2008;Arma de fogo;0;0;0
430490;Casca;Mulheres;2008;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2008;Estrangulamento;0;0;0
430490;Casca;Mulheres;2008;Força corporal;0;0;0
430490;Casca;Mulheres;2008;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2008;Meios não especificados;0;0;0
430490;Casca;Mulheres;2009;Arma de fogo;0;0;0
430490;Casca;Mulheres;2009;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2009;Estrangulamento;0;0;0
430490;Casca;Mulheres;2009;Força corporal;0;0;0
430490;Casca;Mulheres;2009;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2009;Meios não especificados;0;0;0
430490;Casca;Mulheres;2010;Arma de fogo;0;0;0
430490;Casca;Mulheres;2010;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2010;Estrangulamento;0;0;0
430490;Casca;Mulheres;2010;Força corporal;0;0;0
430490;Casca;Mulheres;2010;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2010;Meios não especificados;0;0;0
430490;Casca;Mulheres;2011;Arma de fogo;0;0;0
430490;Casca;Mulheres;2011;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2011;Estrangulamento;0;0;0
430490;Casca;Mulheres;2011;Força corporal;0;0;0
430490;Casca;Mulheres;2011;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2011;Meios não especificados;0;0;0
430490;Casca;Mulheres;2012;Arma de fogo;0;0;0
430490;Casca;Mulheres;2012;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2012;Estrangulamento;0;0;0
430490;Casca;Mulheres;2012;Força corporal;0;0;0
430490;Casca;Mulheres;2012;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2012;Meios não especificados;0;0;0
430490;Casca;Mulheres;2013;Arma de fogo;0;0;0
430490;Casca;Mulheres;2013;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2013;Estrangulamento;0;0;0
430490;Casca;Mulheres;2013;Força corporal;0;0;0
430490;Casca;Mulheres;2013;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2013;Meios não especificados;0;0;0
430490;Casca;Mulheres;2014;Arma de fogo;0;0;0
430490;Casca;Mulheres;2014;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2014;Estrangulamento;0;0;0
430490;Casca;Mulheres;2014;Força corporal;0;0;0
430490;Casca;Mulheres;2014;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2014;Meios não especificados;0;0;0
430490;Casca;Mulheres;2015;Arma de fogo;0;0;0
430490;Casca;Mulheres;2015;Arma branca ou objeto contundente;0;0;0
430490;Casca;Mulheres;2015;Estrangulamento;1;21.73;16.83
430490;Casca;Mulheres;2015;Força corporal;0;0;0
430490;Casca;Mulheres;2015;Demais meios especificados;0;0;0
430490;Casca;Mulheres;2015;Meios não especificados;0;0;0
430490;Casca;Mulheres;2016;Arma de fogo;0;0;0
430490;Casca;Mulheres;2016;Arma branca ou objeto contundente;0;0;0
